# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-06 17:37:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = bern_1.data.json
# init = 2 (Default)
# random
#   seed = 73782
# output
#   file = C:\Users\User\Documents\Data Analytics 2022 Lab\bern_1-20220306183720_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-9.87589,1,1.0014,2,3,0,11.4439,0.105923
-9.54635,1,1.0014,1,1,0,10.0389,0.11826
-8.58715,1,1.0014,2,3,0,9.41485,0.169377
-8.12222,0.864379,1.0014,2,7,0,9.94581,0.473467
-7.68445,1,1.0014,2,3,0,8.04591,0.292864
-8.24387,0.911779,1.0014,2,3,0,8.43075,0.197928
-8.44175,0.966372,1.0014,1,1,0,8.512,0.180406
-7.98414,0.971204,1.0014,2,3,0,8.86635,0.227953
-8.27518,0.946436,1.0014,1,1,0,8.29211,0.19492
-7.63949,0.986058,1.0014,1,3,0,8.37211,0.340356
-7.65055,0.962594,1.0014,2,3,0,7.86025,0.312159
-8.71438,0.584549,1.0014,2,3,0,10.6653,0.160699
-8.14079,1,1.0014,1,1,0,8.62142,0.208619
-8.57803,0.975462,1.0014,2,3,0,8.59565,0.170031
-7.85802,0.981087,1.0014,2,3,0,8.82638,0.247898
-8.03499,0.964712,1.0014,1,1,0,8.04917,0.221171
-8.58497,0.905271,1.0014,1,1,0,8.58691,0.169533
-8.96973,0.943897,1.0014,1,1,0,9.0468,0.145417
-7.95647,0.980322,1.0014,1,3,0,8.81366,0.231901
-7.841,0.948909,1.0014,1,3,0,8.46854,0.423038
-7.78847,1,1.0014,2,3,0,7.85632,0.410267
-7.79423,0.998435,1.0014,1,1,0,7.83285,0.411762
-7.79423,0.770646,1.0014,1,3,0,8.99488,0.411762
-7.75535,1,1.0014,2,3,0,7.80693,0.401067
-7.75535,0.514115,1.0014,1,3,0,10.3588,0.401067
-7.8002,0.987914,1.0014,1,1,0,7.82244,0.413284
-9.09774,0.806781,1.0014,2,3,0,9.09774,0.138625
-9.83985,0.91278,1.0014,1,1,0,9.90167,0.107183
-9.62856,1,1.0014,1,1,0,10.0621,0.115003
-7.80343,1,1.0014,2,3,0,9.57318,0.258639
-7.80343,0.887897,1.0014,1,3,0,8.45425,0.258639
-7.94209,0.9568,1.0014,2,3,0,8.24262,0.234035
-7.79956,1,1.0014,1,1,0,7.92207,0.259472
-8.14928,0.88057,1.0014,1,3,0,8.68663,0.477423
-7.86845,1,1.0014,1,1,0,8.09332,0.429071
-8.02518,0.860462,1.0014,1,3,0,8.71066,0.222436
-7.74528,0.957552,1.0014,1,3,0,8.38524,0.398025
-7.69468,1,1.0014,1,1,0,7.73826,0.380026
-7.85426,0.64908,1.0014,2,3,0,10.0623,0.248586
-7.69139,0.742427,1.0014,2,3,0,10.1982,0.37862
-7.76675,0.957826,1.0014,2,3,0,7.97494,0.404361
-7.82269,0.945041,1.0014,1,3,0,8.16959,0.254647
-7.68186,0.990131,1.0014,2,3,0,7.91614,0.293985
-7.64756,0.92088,1.0014,2,3,0,8.2484,0.352151
-7.74212,0.987838,1.0014,2,3,0,7.74473,0.273453
-7.68696,0.9373,1.0014,2,3,0,8.25704,0.376664
-7.65127,1,1.0014,1,1,0,7.67775,0.355593
-7.94071,0.913609,1.0014,1,3,0,8.12073,0.234243
-7.89003,0.970976,1.0014,2,3,0,8.31873,0.242305
-7.6524,0.998839,1.0014,1,3,0,7.8596,0.310655
-8.5847,0.786133,1.0014,1,3,0,8.88727,0.530528
-7.65452,1,1.0014,1,3,0,8.42808,0.358226
-7.64091,0.998577,1.0014,1,3,0,7.66452,0.323309
-7.96645,0.925031,1.0014,1,3,0,8.04074,0.230454
-7.76808,1,1.0014,2,3,0,7.92614,0.266712
-7.68797,0.961887,1.0014,2,3,0,8.07723,0.377118
-8.01531,0.957114,1.0014,2,3,0,8.01683,0.223729
-8.48173,0.669242,1.0014,2,3,0,11.2371,0.17724
-7.92248,0.912825,1.0014,1,3,0,9.40602,0.440002
-7.91568,1,1.0014,2,7,0,7.91574,0.238115
-7.75376,0.859846,1.0014,2,3,0,9.31362,0.400594
-8.19386,0.940475,1.0014,2,7,0,8.19447,0.202952
-7.63832,0.991173,1.0014,1,3,0,8.25575,0.33571
-7.75882,0.971149,1.0014,1,3,0,7.78179,0.402086
-7.93479,0.897472,1.0014,2,3,0,8.38528,0.235141
-8.95546,0.740305,1.0014,1,3,0,10.0909,0.5661
-7.64589,0.993722,1.0014,1,3,0,8.97492,0.316573
-7.72864,0.990216,1.0014,2,3,0,7.73379,0.392681
-7.63848,0.999217,1.0014,1,3,0,7.73203,0.329957
-7.73305,0.976023,1.0014,1,3,0,7.75988,0.394141
-7.64855,0.993271,1.0014,1,3,0,7.77539,0.313925
-7.8693,0.953845,1.0014,1,3,0,7.89635,0.245875
-7.65828,0.98507,1.0014,1,3,0,7.97545,0.360974
-7.65828,0.889618,1.0014,1,3,0,8.16285,0.360974
-7.6476,0.99666,1.0014,1,3,0,7.6839,0.314829
-7.65293,0.998713,1.0014,1,1,0,7.65417,0.310239
-7.63918,0.999233,1.0014,1,3,0,7.65825,0.339461
-8.25784,0.84199,1.0014,1,3,0,8.51015,0.196573
-9.39999,0.912321,1.0014,2,7,0,9.41014,0.601968
-8.09006,0.8166,1.0014,1,3,0,10.8769,0.214405
-7.97029,1,1.0014,1,1,0,8.10885,0.229905
-8.07863,0.979101,1.0014,1,1,0,8.12312,0.215766
-8.01339,0.762955,1.0014,2,3,0,10.5572,0.223983
-9.51348,0.821416,1.0014,1,3,0,9.61314,0.119598
-7.67979,0.92117,1.0014,1,3,0,10.2525,0.373302
-8.55815,0.822321,1.0014,1,3,0,8.60744,0.527712
-8.04985,1,1.0014,1,1,0,8.45641,0.462309
-7.74101,0.948423,1.0014,1,3,0,8.37775,0.27376
-7.65595,0.940787,1.0014,2,3,0,8.16742,0.359306
-7.682,0.960716,1.0014,2,3,0,7.88969,0.293923
-7.99674,0.943819,1.0014,1,3,0,8.01368,0.226218
-8.11826,0.976893,1.0014,1,1,0,8.16462,0.211141
-7.88463,0.936079,1.0014,1,3,0,8.7897,0.432464
-8.51936,0.837701,1.0014,1,1,0,8.52441,0.52352
-8.13673,0.797538,1.0014,1,3,0,9.88788,0.209068
-7.89231,0.917024,1.0014,2,7,0,8.83146,0.434037
-7.89231,0.922849,1.0014,1,1,0,8.12697,0.434037
-7.82385,1,1.0014,1,1,0,7.9099,0.419066
-7.78439,0.947249,1.0014,1,3,0,8.18256,0.262852
-8.0752,0.941145,1.0014,1,1,0,8.07526,0.216178
-7.88612,1,1.0014,1,1,0,8.05405,0.242965
-7.67668,0.9789,1.0014,1,3,0,8.0452,0.371756
-7.65577,1,1.0014,2,3,0,7.67261,0.359171
-7.88804,0.937923,1.0014,2,3,0,8.0816,0.433164
-7.88804,0.648294,1.0014,1,3,0,9.66834,0.433164
-8.0177,0.886364,1.0014,1,3,0,8.72876,0.223413
-8.31073,0.862767,1.0014,1,3,0,9.32042,0.499119
-9.44106,0.730256,1.0014,1,1,0,9.48465,0.605
-8.17235,1,1.0014,2,7,0,9.16695,0.205205
-7.80537,0.97941,1.0014,2,3,0,8.42046,0.258226
-7.64067,0.899524,1.0014,2,3,0,8.55421,0.342994
-8.3148,0.82493,1.0014,1,3,0,8.61289,0.191252
-12.5701,0.78567,1.0014,2,3,0,12.7088,0.761963
-10.8593,1,1.0014,1,1,0,12.6687,0.690279
-7.64237,1,1.0014,1,3,0,10.7385,0.320941
-7.63831,0.999878,1.0014,2,3,0,7.6432,0.331089
-7.97284,0.755847,1.0014,2,3,0,9.20207,0.229542
-8.53502,0.900782,1.0014,1,1,0,8.5351,0.173182
-7.70794,1,1.0014,2,3,0,8.34089,0.385315
-7.78607,0.979234,1.0014,1,1,0,7.79259,0.409635
-7.83634,0.986376,1.0014,1,1,0,7.86574,0.421974
-7.82274,0.921649,1.0014,2,3,0,8.37206,0.418803
-8.44634,0.753266,1.0014,2,3,0,9.48687,0.515359
-7.96469,1,1.0014,1,1,0,8.33708,0.447853
-7.75205,0.940345,1.0014,2,3,0,8.42212,0.400085
-8.15987,0.837733,1.0014,2,3,0,8.824,0.478945
-8.15987,0.685383,1.0014,1,1,0,9.14769,0.478945
-8.31947,0.95618,1.0014,1,1,0,8.43168,0.500212
-8.06588,1,1.0014,2,3,0,8.32108,0.464858
-7.78445,1,1.0014,2,3,0,7.9948,0.409205
-7.66371,1,1.0014,2,3,0,7.75632,0.303078
-9.00228,0.722143,1.0014,1,3,0,9.37206,0.143641
-7.6679,1,1.0014,2,3,0,8.87989,0.300736
-7.66243,0.994901,1.0014,2,3,0,7.71757,0.303836
-7.65877,0.99456,1.0014,1,3,0,7.71033,0.361312
-7.65506,0.995275,1.0014,2,3,0,7.69892,0.308652
-7.90069,0.952986,1.0014,2,3,0,8.03547,0.435726
-9.0653,0.577494,1.0014,1,3,0,10.7409,0.140298
-8.63901,1,1.0014,1,1,0,9.07783,0.16574
-8.2924,1,1.0014,1,1,0,8.629,0.193307
-7.658,0.998735,1.0014,2,3,0,8.28541,0.306619
-8.78773,0.84356,1.0014,2,3,0,8.94638,0.156042
-7.78107,0.985117,1.0014,1,3,0,8.67292,0.263617
-8.20239,0.967878,1.0014,2,3,0,8.20295,0.484898
-8.00266,1,1.0014,2,3,0,8.21029,0.454503
-8.04771,0.987513,1.0014,1,1,0,8.13728,0.461963
-8.15907,0.96931,1.0014,1,1,0,8.24882,0.478829
-8.53364,0.900177,1.0014,1,1,0,8.61431,0.525075
-7.90188,1,1.0014,2,7,0,8.38584,0.24034
-8.03512,0.973688,1.0014,1,1,0,8.0628,0.221154
-7.66161,0.977978,1.0014,1,3,0,8.19194,0.363203
-8.05568,0.944241,1.0014,2,3,0,8.06738,0.218565
-7.81243,0.945166,1.0014,1,3,0,8.56251,0.416323
-8.24152,0.887964,1.0014,1,1,0,8.2454,0.490181
-7.80815,1,1.0014,2,3,0,8.12484,0.41527
-7.73763,1,1.0014,1,1,0,7.80312,0.395622
-7.85279,0.933648,1.0014,1,3,0,8.17472,0.248856
-7.73381,1,1.0014,1,1,0,7.83015,0.275801
-8.59342,0.784604,1.0014,1,3,0,9.15053,0.531443
-7.65312,1,1.0014,2,3,0,8.58038,0.310092
-9.55344,0.743503,1.0014,2,3,0,9.69153,0.117974
-8.78567,1,1.0014,1,1,0,9.48328,0.15617
-8.70775,1,1.0014,1,1,0,8.94795,0.161131
-7.66652,1,1.0014,2,3,0,8.48572,0.366224
-7.67723,0.986348,1.0014,2,3,0,7.762,0.296081
-7.68354,0.861059,1.0014,2,3,0,8.6608,0.293251
-7.89888,0.932176,1.0014,1,3,0,8.10224,0.435363
-7.77438,1,1.0014,2,3,0,7.88122,0.406486
-7.98812,0.890865,1.0014,1,3,0,8.47901,0.227401
-9.13996,0.856273,1.0014,1,3,0,9.18285,0.136493
-8.8641,1,1.0014,2,3,0,9.23926,0.151433
-8.41027,1,1.0014,1,1,0,8.83643,0.182978
-8.52759,0.993616,1.0014,2,3,0,8.64425,0.173737
-8.36097,1,1.0014,1,1,0,8.59567,0.187157
-8.11052,1,1.0014,1,1,0,8.35557,0.212024
-7.89738,1,1.0014,1,1,0,8.08343,0.24108
-7.73444,1,1.0014,1,1,0,7.86287,0.27562
-7.7654,0.997713,1.0014,2,3,0,7.78055,0.267372
-7.69883,1,1.0014,1,1,0,7.7536,0.287168
-7.74348,0.98991,1.0014,1,1,0,7.74922,0.273078
-9.15207,0.753041,1.0014,1,3,0,9.39545,0.135891
-8.809,1,1.0014,2,3,0,9.21767,0.154735
-8.45851,1,1.0014,2,3,0,8.82217,0.179065
-7.65416,0.967736,1.0014,1,3,0,8.69508,0.357951
-7.80468,0.950649,1.0014,1,3,0,7.92616,0.258373
-7.67521,0.99893,1.0014,1,3,0,7.77583,0.297034
-7.65679,1,1.0014,1,1,0,7.67223,0.307437
-7.64775,1,1.0014,1,1,0,7.65541,0.314677
-7.66061,0.711313,1.0014,2,3,0,9.83323,0.304945
-8.53254,0.795329,1.0014,1,3,0,8.85705,0.524955
-8.34006,0.715513,1.0014,1,3,0,10.3662,0.188989
-7.8546,0.93903,1.0014,1,3,0,9.05988,0.426072
-7.63925,0.993916,1.0014,2,3,0,7.89409,0.339691
-7.64301,0.973819,1.0014,2,3,0,7.79928,0.320033
-7.96564,0.918455,1.0014,1,3,0,8.07573,0.448025
-7.63974,0.989962,1.0014,2,3,0,8.03078,0.34098
-8.14599,0.924566,1.0014,2,3,0,8.19373,0.208047
-7.63883,0.996927,1.0014,1,3,0,8.17259,0.328385
-7.64184,0.998944,1.0014,1,3,0,7.64495,0.345057
-8.13303,0.868865,1.0014,1,3,0,8.35616,0.209479
-7.64929,0.980701,1.0014,1,3,0,8.266,0.35382
-7.74226,0.893723,1.0014,2,3,0,8.27344,0.273415
-8.17433,0.934384,1.0014,1,3,0,8.18503,0.204996
-8.16108,1,1.0014,1,1,0,8.27639,0.206409
-9.38268,0.899478,1.0014,2,7,0,9.38334,0.600678
-8.19822,1,1.0014,1,1,0,9.07477,0.484324
-9.31654,0.731868,1.0014,1,1,0,9.34249,0.595675
-7.93681,1,1.0014,2,3,0,9.03972,0.234834
-7.79421,1,1.0014,1,1,0,7.91592,0.260643
-7.87104,0.983778,1.0014,1,1,0,7.88947,0.24557
-7.64063,0.890291,1.0014,2,3,0,8.72511,0.342918
-7.85903,0.955038,1.0014,2,3,0,7.966,0.42704
-7.95281,0.88494,1.0014,2,7,0,8.55896,0.232439
-7.95432,0.999697,1.0014,1,1,0,8.02251,0.232216
-7.72727,0.964446,1.0014,1,3,0,8.24948,0.392219
-8.61017,0.871559,1.0014,2,3,0,8.61359,0.167745
-8.02171,1,1.0014,1,1,0,8.50385,0.222888
-8.15758,0.974517,1.0014,1,1,0,8.20522,0.206787
-7.88674,0.93483,1.0014,1,3,0,8.85244,0.432898
-8.17386,0.808973,1.0014,1,3,0,9.02103,0.205045
-7.8314,0.936713,1.0014,1,3,0,8.77105,0.420834
-7.63818,0.998238,1.0014,2,3,0,7.84477,0.332595
-8.16672,0.877604,1.0014,1,3,0,8.2764,0.47992
-8.16672,0.715061,1.0014,1,1,0,9.05027,0.47992
-7.63825,0.998356,1.0014,1,3,0,8.14583,0.331614
-8.1736,0.90739,1.0014,2,3,0,8.36228,0.480893
-7.93821,1,1.0014,1,1,0,8.15074,0.442989
-7.7191,1,1.0014,2,3,0,7.87964,0.389399
-8.76526,0.719344,1.0014,2,3,0,9.69845,0.548648
-8.31778,1,1.0014,1,1,0,8.75115,0.500001
-7.64803,0.989421,1.0014,1,3,0,8.37313,0.314413
-7.6508,0.915094,1.0014,2,3,0,8.19745,0.31195
-7.6508,0.82341,1.0014,1,3,0,8.46918,0.31195
-7.92579,0.942744,1.0014,1,3,0,7.96134,0.236528
-8.08037,0.969953,1.0014,1,1,0,8.10835,0.215557
-8.74597,0.889371,1.0014,1,1,0,8.74632,0.158664
-7.77135,1,1.0014,2,3,0,8.51037,0.405649
-7.89506,0.906001,1.0014,2,3,0,8.39064,0.434594
-8.75812,0.631946,1.0014,1,3,0,10.1374,0.157894
-8.3249,1,1.0014,1,1,0,8.72511,0.19034
-8.18892,1,1.0014,1,1,0,8.37653,0.203465
-7.72767,0.994251,1.0014,1,3,0,8.10782,0.277612
-8.659,0.836961,1.0014,1,3,0,8.77121,0.164376
-9.35669,0.905636,1.0014,1,1,0,9.38968,0.126293
-10.9496,0.947565,1.0014,2,3,0,10.9498,0.0757914
-7.68429,1,1.0014,2,3,0,10.2201,0.375439
-7.83939,0.939467,1.0014,2,3,0,8.08732,0.422671
-8.32655,0.873408,1.0014,1,1,0,8.3315,0.501095
-7.90432,1,1.0014,1,1,0,8.22706,0.43645
-7.90432,0.891542,1.0014,1,1,0,8.22009,0.43645
-7.90432,0.461417,1.0014,2,7,0,11.0655,0.43645
-8.20018,0.920873,1.0014,1,1,0,8.22864,0.484594
-8.6811,0.873768,1.0014,1,1,0,8.75913,0.540413
-8.18253,1,1.0014,1,1,0,8.61304,0.482147
-7.64994,1,1.0014,2,3,0,8.15646,0.31268
-7.64318,0.98346,1.0014,2,3,0,7.75682,0.34704
-7.93057,0.935857,1.0014,1,3,0,7.96221,0.441548
-8.97925,0.745838,1.0014,1,1,0,8.97971,0.568181
-8.08812,1,1.0014,1,1,0,8.751,0.46832
-8.51022,0.962767,1.0014,2,3,0,8.56807,0.522519
-8.1837,1,1.0014,2,3,0,8.51176,0.48231
-7.8422,0.894433,1.0014,2,3,0,8.9851,0.423308
-8.94076,0.596292,1.0014,1,3,0,10.3572,0.147028
-8.28874,1,1.0014,2,3,0,8.84503,0.193647
-7.69413,0.994137,1.0014,1,3,0,8.21673,0.28894
-7.65958,1,1.0014,2,3,0,7.68653,0.305595
-7.65052,0.979103,1.0014,2,3,0,7.80692,0.35494
-7.66973,0.990526,1.0014,1,3,0,7.71086,0.299772
-7.64201,0.999921,1.0014,1,3,0,7.66389,0.32148
-7.64201,0.328663,1.0014,1,3,0,12.5832,0.32148
-7.69049,0.990105,1.0014,1,3,0,7.69383,0.29037
-7.66533,1,1.0014,1,1,0,7.68672,0.302153
-7.63956,1,1.0014,2,3,0,7.6606,0.34053
-8.08895,0.932871,1.0014,2,3,0,8.13366,0.214536
-8.40559,0.9444,1.0014,1,1,0,8.43218,0.183367
-8.34114,1,1.0014,1,1,0,8.5152,0.188893
-7.64292,1,1.0014,2,3,0,8.28141,0.320161
-7.63818,0.969576,1.0014,2,3,0,7.8303,0.333775
-8.12502,0.926858,1.0014,2,3,0,8.18546,0.210376
-8.77732,0.893262,1.0014,1,1,0,8.77911,0.156689
-9.12685,0.951744,1.0014,1,1,0,9.23515,0.137149
-7.8819,0.910353,1.0014,1,3,0,10.2913,0.431899
-9.00121,0.599704,1.0014,2,7,0,10.5713,0.143699
-8.5086,0.782691,1.0014,2,7,0,11.3131,0.522341
-8.05136,1,1.0014,2,3,0,8.42619,0.462549
-8.40868,0.904652,1.0014,1,1,0,8.4649,0.510999
-8.80502,0.670452,1.0014,1,3,0,11.1989,0.154978
-7.7916,0.918937,1.0014,1,3,0,9.59334,0.411082
-7.7916,0.924142,1.0014,1,1,0,8.00622,0.411082
-8.03856,0.978089,1.0014,2,3,0,8.04813,0.460482
-7.75158,1,1.0014,2,3,0,7.96196,0.399945
-9.25162,0.548248,1.0014,1,3,0,10.6707,0.131089
-10.6291,0.856781,1.0014,1,1,0,10.6335,0.0835013
-10.8585,0.980737,1.0014,2,7,0,10.86,0.69024
-9.56472,1,1.0014,2,3,0,10.8158,0.613882
-8.32714,1,1.0014,1,1,0,9.26048,0.501167
-7.84352,1,1.0014,2,7,0,8.21223,0.250587
-7.93653,0.980929,1.0014,1,1,0,7.96115,0.234876
-9.68412,0.765285,1.0014,1,3,0,9.88221,0.112873
-8.07308,0.979709,1.0014,2,7,0,9.33194,0.465989
-7.70472,1,1.0014,2,3,0,7.99388,0.285045
-8.22555,0.947636,1.0014,2,3,0,8.25485,0.488047
-7.64459,0.974769,1.0014,2,3,0,8.38968,0.348866
-7.66995,0.916122,1.0014,2,3,0,8.16497,0.299657
-8.13129,0.910088,1.0014,1,3,0,8.1847,0.209673
-11.076,0.829173,1.0014,2,3,0,11.1835,0.700834
-8.62056,1,1.0014,2,7,0,10.626,0.167018
-7.87439,0.980636,1.0014,2,3,0,8.88083,0.244983
-7.67491,0.991254,1.0014,2,3,0,7.95377,0.297176
-7.8605,0.982693,1.0014,2,3,0,7.86415,0.42736
-7.91032,0.900538,1.0014,1,3,0,8.48053,0.238972
-7.85729,1,1.0014,1,1,0,7.93476,0.24803
-8.00288,0.918592,1.0014,1,3,0,8.57444,0.454539
-7.74981,1,1.0014,1,1,0,7.9366,0.399409
-7.64194,0.994313,1.0014,2,3,0,7.7871,0.345211
-7.65672,0.995398,1.0014,2,3,0,7.67506,0.359869
-8.53382,0.755862,1.0014,1,3,0,9.05844,0.173271
-8.99025,0.93319,1.0014,1,1,0,9.04768,0.144293
-7.70943,1,1.0014,2,3,0,8.69398,0.385877
-8.70933,0.804275,1.0014,1,3,0,8.74622,0.543214
-8.70933,0.494407,1.0014,1,1,0,10.6737,0.543214
-9.4366,0.818734,1.0014,1,1,0,9.60784,0.604673
-9.0563,1,1.0014,1,1,0,9.6488,0.574783
-8.90068,1,1.0014,1,1,0,9.3305,0.561225
-7.94298,1,1.0014,1,1,0,8.63497,0.443881
-8.21072,0.92798,1.0014,1,1,0,8.25097,0.486038
-8.23929,0.997337,1.0014,2,3,0,8.3904,0.489885
-7.68951,0.963982,1.0014,1,3,0,8.45143,0.290764
-7.65638,0.993211,1.0014,1,3,0,7.74357,0.35962
-7.63819,0.999829,1.0014,2,3,0,7.65751,0.334195
-7.81715,0.9569,1.0014,1,3,0,7.85438,0.417467
-7.90354,0.906395,1.0014,1,3,0,8.39939,0.240069
-7.82597,1,1.0014,2,3,0,7.91153,0.25399
-7.64189,0.993742,1.0014,1,3,0,7.86674,0.345141
-7.758,0.974323,1.0014,1,3,0,7.7685,0.401846
-10.8359,0.592981,1.0014,2,7,0,10.8359,0.0784241
-9.29488,1,1.0014,1,1,0,10.6671,0.129083
-9.16213,1,1.0014,1,1,0,9.49568,0.135393
-7.65777,0.982458,1.0014,1,3,0,9.26855,0.306775
-8.12668,0.903432,1.0014,1,3,0,8.19838,0.210189
-7.77573,0.952637,1.0014,2,3,0,8.66414,0.406857
-8.3371,0.756933,1.0014,2,3,0,9.2248,0.189251
-8.3625,0.995649,1.0014,1,1,0,8.49432,0.187024
-7.6568,0.996455,1.0014,1,3,0,8.34016,0.307432
-7.94619,0.920995,1.0014,1,3,0,8.09988,0.444476
-8.28565,0.969836,1.0014,2,3,0,8.31927,0.495936
-7.77635,1,1.0014,2,3,0,8.14515,0.407026
-8.01454,0.936679,1.0014,1,1,0,8.02205,0.456512
-8.5059,0.871349,1.0014,1,1,0,8.54072,0.522043
-9.98313,0.666834,1.0014,1,1,0,10.0359,0.641546
-9.36713,1,1.0014,2,3,0,10.1728,0.599512
-7.90675,1,1.0014,2,3,0,9.08985,0.239547
-7.74428,0.963904,1.0014,1,3,0,8.21755,0.397715
-7.96093,0.942593,1.0014,1,1,0,7.96467,0.447175
-7.65402,0.985958,1.0014,1,3,0,8.03892,0.309416
-8.68545,0.58896,1.0014,2,3,0,10.6496,0.162602
-8.20109,0.883647,1.0014,1,3,0,10.2455,0.48472
-7.65824,0.981348,1.0014,1,3,0,8.30329,0.306463
-7.95105,0.91976,1.0014,1,3,0,8.11038,0.445373
-7.75629,1,1.0014,1,1,0,7.90461,0.401345
-7.74376,0.956964,1.0014,2,3,0,8.05688,0.397554
-7.87042,0.966147,1.0014,1,1,0,7.87993,0.42949
-7.93034,0.983585,1.0014,1,1,0,7.98071,0.441506
-8.56382,0.716247,1.0014,1,3,0,9.84143,0.17106
-7.72352,0.989962,1.0014,1,3,0,8.47527,0.278871
-8.39723,0.641771,1.0014,2,3,0,10.515,0.184065
-7.81324,0.803675,1.0014,2,3,0,10.5379,0.256575
-7.72929,0.984435,1.0014,2,3,0,7.9805,0.277127
-7.83133,0.977789,1.0014,1,1,0,7.83558,0.252933
-7.70027,1,1.0014,1,1,0,7.80211,0.286638
-7.65335,0.995502,1.0014,2,3,0,7.73925,0.309914
-7.65051,1,1.0014,2,3,0,7.65503,0.31219
-9.15483,0.685307,1.0014,1,3,0,9.57901,0.582935
-7.72864,1,1.0014,2,3,0,8.99922,0.277322
-7.64003,0.997154,1.0014,1,3,0,7.74705,0.341658
-7.74238,0.97677,1.0014,1,3,0,7.75444,0.397124
-8.23694,0.816211,1.0014,1,3,0,8.84465,0.198607
-7.74127,0.948883,1.0014,1,3,0,8.66859,0.396776
-7.66385,1,1.0014,1,1,0,7.72092,0.364619
-7.66385,0.991879,1.0014,1,1,0,7.6888,0.364619
-7.63819,0.99991,1.0014,1,3,0,7.66419,0.332532
-8.3845,0.869847,1.0014,2,3,0,8.66357,0.508142
-8.21097,1,1.0014,1,1,0,8.4596,0.486072
-7.65146,1,1.0014,2,3,0,8.18156,0.311403
-7.64675,0.997485,1.0014,1,3,0,7.67286,0.351309
-7.79773,0.967769,1.0014,1,3,0,7.8067,0.412657
